Title	Category
Other CollectiblesPhotos	Not Dark Pattern
Need a Hand?	Not Dark Pattern
Hurry !! Only 52 left in stock	Scarcity
Free 60 day VIP trial membership with this order. Cancel anytime.	Sneaking
Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.	Obstruction
lego harry potter	Not Dark Pattern
Most of our orders are from repeat customers.	Not Dark Pattern
New In Bottoms	Not Dark Pattern
Want to add one of these?	Misdirection
 Base Layer & Thermals 	Not Dark Pattern
FANSTASTIC DEALS	Misdirection
Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago	Social Proof
'Keeper of Lost Things'	Not Dark Pattern
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.	Misdirection
Hair Care Remedies	Not Dark Pattern
In Stock (8) Left	Scarcity
 Paul Henry 	Not Dark Pattern
Cincinnati Bengals T-Shirts	Not Dark Pattern
Compare Products 	Not Dark Pattern
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front	Not Dark Pattern
Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.	Not Dark Pattern
 Sports Bras 	Not Dark Pattern
Purchased 100+ times in the last few days.	Social Proof
Accessibly App features	Not Dark Pattern
Scarves & Snoods	Not Dark Pattern
Your cart is reserved for 14:05 minutes!	Urgency
 OH SHIP! Looks like that page wasn't found 	Not Dark Pattern
Only a few left!	Scarcity
In Stock Only 5 left!	Scarcity
Exotic Bird Food	Not Dark Pattern
Limited Time	Urgency
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY	Scarcity
iPhones	Not Dark Pattern
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.	Not Dark Pattern
Hurry Up! Only 1 Piece Left	Scarcity
LIMITED OFFER: $125 Off + 2 Free Pillows	Urgency
Want Free Shipping?	Misdirection
 Summer Simple Breathable Socks 	Not Dark Pattern
Sellout risk:	Scarcity
No thanks, I don’t like saving money.	Misdirection
Value of Product	Not Dark Pattern
00DAYS07HOURS09MINUTES39SECONDS	Urgency
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago	Social Proof
 Mountboard 	Not Dark Pattern
Graduations	Not Dark Pattern
 Light powerful. 	Not Dark Pattern
Availability: Low Stock 4 Remaining	Scarcity
Items in your cart are in high demand. But we have reserved your order.	Scarcity
Viewed 744 times today	Social Proof
Only 2 Left in Stock	Scarcity
1044 sold in past 12 months	Social Proof
Cropped Jeans	Not Dark Pattern
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle	Social Proof
Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer	Social Proof
Jeanne E. Bray Memorial Scholarship	Not Dark Pattern
Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago	Social Proof
 Boardshorts	Not Dark Pattern
The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.	Not Dark Pattern
Cheaney	Not Dark Pattern
 ≡ Filter Reviews Clicking on the following button will update the content below 	Not Dark Pattern
Arthritis Aids	Not Dark Pattern
Camo Shirts & T Shirts	Not Dark Pattern
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.	Scarcity
TRE by Natalie Ratabesi	Not Dark Pattern
LIMITED TIME OFFER	Urgency
Sign Up To Our Newsletter To Receive News, Offers And Promotions.	Not Dark Pattern
Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago	Social Proof
Offer ends in 9hrs 55min 29sec!	Urgency
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO	Urgency
 Sale By Category 	Not Dark Pattern
Floral Cross Stitch & Embroidery Kits	Not Dark Pattern
Your AccountTrack Your OrdersJoin Celebrations Passport	Not Dark Pattern
Dog Whistles & Lanyards	Not Dark Pattern
Hurry! Only 1 left in stock	Scarcity
1 people bought Jotter To Do Refill in the last few hours	Social Proof
Other people want this. 10 people have this in their cart right now.	Social Proof
 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information 	Not Dark Pattern
Colors	Not Dark Pattern
Manage Consent Preferences	Not Dark Pattern
Select Occasion close	Not Dark Pattern
1 person is looking at this item.	Social Proof
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*	Urgency
994 items sold this hour.	Social Proof
View All New Arrivals	Not Dark Pattern
How White Cloud Prevents E-Cig Sales to Minors Read More ➞	Not Dark Pattern
Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White	Social Proof
Availability: Low Stock	Scarcity
Low Stock	Scarcity
Influencer Program	Not Dark Pattern
View All Apartment	Not Dark Pattern
72% offers claimed. Hurry up!	Scarcity
(Only 1 Left)	Scarcity
I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.	Forced Action
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago	Social Proof
limited availability at this price!	Scarcity
WilmaNorth Carolina	Not Dark Pattern
 TV & Home Appliances 	Not Dark Pattern
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25"""	Urgency
Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.	Not Dark Pattern
Quick Navigation	Not Dark Pattern
CHF	Not Dark Pattern
+ Performance Cookies	Not Dark Pattern
No I don't feel lucky	Misdirection
Ericdress Summer Patchwork Polyester Long Women's Tank Top	Not Dark Pattern
 More Sports 	Not Dark Pattern
 Bento Lunch Boxes & Food Containers 	Not Dark Pattern
 Clinical Studies 	Not Dark Pattern
 Accessories Collection 	Not Dark Pattern
3 LEFT	Scarcity
 Electric Daisy 	Not Dark Pattern
 VUSE Alto Menthol Pods 	Not Dark Pattern
Hurry! Only 2 left at this price!	Scarcity
Limited Time Offer	Urgency
NO THANKS, I DON'T LIKE FREE STUFF	Misdirection
I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.	Forced Action
 Crystal Beads 	Not Dark Pattern
Last purchased at 11:19am today.	Social Proof
9 sold in last 4 hours	Social Proof
Less than 10 left in stock	Scarcity
· Physical Healing	Not Dark Pattern
WAX Jeans	Not Dark Pattern
 Sold out 	Not Dark Pattern
Only 1 piece left.	Scarcity
No thanks, I don't like good deals.	Misdirection
Only 5 pcs left!	Scarcity
Complete your purchase within the next 12:18 minutes and receive 10% off	Urgency
 All Clothing 	Not Dark Pattern
Rose Gold Shoes	Not Dark Pattern
33 sold in last 12 hours.	Social Proof
 Sign in & make your visit all about you 	Not Dark Pattern
3 Left	Scarcity
No thanks, I don't want discount	Misdirection
228 People Have Viewed This Product Recently!	Social Proof
Taxes and shipping will be estimated at checkout.	Not Dark Pattern
Shop all	Not Dark Pattern
HURRY! ONLY 58 LEFT IN STOCK!	Scarcity
Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.	Not Dark Pattern
Current Offers	Not Dark Pattern
Be the first to get updates as well as access to exclusive offers and promotions	Not Dark Pattern
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES	Social Proof
660 people have viewed today	Social Proof
Someone in Madrid, Spain just bought	Social Proof
 help@postergully.com	Not Dark Pattern
Sale Ends in 5 days 14 hours 42 mins 53 sec	Urgency
LOW STOCK: Only 1 left.	Scarcity
Men's Sports Bottoms	Not Dark Pattern
Only 16 Left in Stock!	Scarcity
 Shop By Shape 	Not Dark Pattern
$3,159.20 $3,949.00 Limited time only	Urgency
This link will open in a new window	Not Dark Pattern
Hurry Up ! Time is running out	Urgency
 Low Price Guarantee 	Not Dark Pattern
5 left	Scarcity
Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago	Social Proof
 Out of Stock! 	Not Dark Pattern
 Synthetic nicotine | Strawberry, kiwi & pomegranate 	Not Dark Pattern
Just BEE Queen	Not Dark Pattern
Would you like to buy more and save more?	Misdirection
FOR A LIMITED TIME ONLY	Urgency
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) 	Not Dark Pattern
Swedish Hasbeens	Not Dark Pattern
Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago	Social Proof
Only 8 Left!	Scarcity
No Thanks, I Prefer Paying Full Price.	Misdirection
Unique and personalized products to go as yourself.	Not Dark Pattern
 Search Search 	Not Dark Pattern
Only 10 left in stock	Scarcity
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.	Not Dark Pattern
John Boos	Not Dark Pattern
Limited time offer	Urgency
 Bar Stools	Not Dark Pattern
Get inspiration, new arrivals and the latest offers to your inbox.	Not Dark Pattern
11 people have purchased this item	Social Proof
2049 sold in the last 7 days	Social Proof
I don't like discounts	Misdirection
no thanks, I like paying full price	Misdirection
232 people are viewing this offer!	Social Proof
Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.	Obstruction
02 DAYS :23 HOURS :00 MINS :54 SECS	Urgency
1DAYS 04 HOURS 17 MINUTES 18 SECONDS	Urgency
LEGO Sondersets Saison Polybags Promotionals ExklusiveOpens in a new window or tab	Not Dark Pattern
Custom Kids Headwear	Not Dark Pattern
N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.	Not Dark Pattern
Sale ending in 0 days 04 hours 12 minutes 10 seconds	Urgency
Return my item	Not Dark Pattern
Baby Size Guide	Not Dark Pattern
127 People viewed this product this week	Social Proof
🔥 2 people are looking right now	Social Proof
 Drive and Focus 	Not Dark Pattern
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF	Urgency
161 people have viewed this item	Social Proof
Only 2 left.	Scarcity
Hurry! Only 7 left in stock.	Scarcity
Hot Offer. Limited Time	Urgency
 Gameday Collection 	Not Dark Pattern
Whoops! 	Not Dark Pattern
Only 1 Left in Stock!	Scarcity
Memory Cards	Not Dark Pattern
Rick in Columbia, United States purchased a	Social Proof
9 items left	Scarcity
Hurry up! Only 11 items left	Scarcity
Welcome Newcomer	Not Dark Pattern
Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool	Social Proof
Grab yourself a bargain!	Misdirection
We are not currently accepting orders from outside of the UK.	Not Dark Pattern
Hurry! Only 1 left!	Scarcity
NRA Whittington Center Store	Not Dark Pattern
No Thanks, I prefer not to have a protection plan	Misdirection
New Vintage Stylish Belt Watch - Women	Not Dark Pattern
31 have it in their cart	Social Proof
 First to know about upcoming tastings & events 	Not Dark Pattern
 Why buy from us 	Not Dark Pattern
Plus Size Shirts and Blouses	Not Dark Pattern
People also buy this with	Misdirection
HURRY! ONLY 31 LEFT IN STOCK.	Scarcity
 A Date With Duchess 	Not Dark Pattern
Only 3 left.	Scarcity
Wish Your Loved Ones Instantly with Ferns N Petals International Services	Not Dark Pattern
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com	Obstruction
Order now, only 2 left in stock!	Scarcity
 PopGrip MagSafe Refine by Product Type: PopGrip MagSafe 	Not Dark Pattern
What's New By Category	Not Dark Pattern
 Active Filters English (United States) English (United States) ✘ Remove Filter 	Not Dark Pattern
Someone in Chambersburg, Pennsylvania purchased	Social Proof
› Sub Ohm Juice	Not Dark Pattern
2day 13:49:51 Left	Urgency
Hurry up! Sale Ends in	Urgency
B-Series Truck remotes	Not Dark Pattern
Red Tops	Not Dark Pattern
 JOINT Oil 	Not Dark Pattern
Limited Stock	Scarcity
Orthopedic	Not Dark Pattern
Retro Cordless Edison Bulb Lamp	Not Dark Pattern
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY	Social Proof
Speed Lace Accessory Kit - Silver	Not Dark Pattern
No, thanks. I'd rather pay full price.	Misdirection
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!	Misdirection
Americas	Not Dark Pattern
Here to help	Not Dark Pattern
 Comfy and looks great 	Not Dark Pattern
Creators' Council	Not Dark Pattern
Yes! Upgrade my purchase	Misdirection
Jeremy in Warroad, United States purchased a	Social Proof
Kick those cravings	Not Dark Pattern
 Brushes + Tools 	Not Dark Pattern
Free climate compensated shipping & returns	Not Dark Pattern
Deal expires in: 03 hrs 25 mins 22 sec	Urgency
FREE SHIPPING // FOR A LIMITED TIME ONLY	Urgency
 Read More 	Not Dark Pattern
Location: Kansas City, MO	Not Dark Pattern
Find your local store, view opening hours and find out where you can get your latest pickup in-store!	Not Dark Pattern
only 5 left in stock!	Scarcity
Casual Wear	Not Dark Pattern
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY	Urgency
 Resend One time Pin 	Not Dark Pattern
Case Material	Not Dark Pattern
Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago	Social Proof
tedpullin	Not Dark Pattern
Custom Women's Apparel	Not Dark Pattern
Ask a Question	Not Dark Pattern
Discontinued Item	Not Dark Pattern
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00	Sneaking
No I'd rather not hear about exclusive offers and discounts.	Misdirection
No thanks, I’d rather pay more	Misdirection
Only 3 left in stock!	Scarcity
 Don't leave without taking discount 	Not Dark Pattern
View your order history	Not Dark Pattern
What people are saying about us...	Social Proof
Hydration	Not Dark Pattern
Act now and save $12.99. Limited time only!	Urgency
Only 13 left!	Scarcity
If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.	Obstruction
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties	Misdirection
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80 	Urgency
about us	Not Dark Pattern
 Microsoft Xbox One S Wireless Controller » 	Not Dark Pattern
Carports & Garages	Not Dark Pattern
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.	Obstruction
Hurry, only 5 left	Scarcity
After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.	Not Dark Pattern
No thanks! I don't like deals	Misdirection
 Ireland EUR	Not Dark Pattern
Fashion Forward	Not Dark Pattern
You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.	Obstruction
Optics and Mounts	Not Dark Pattern
Don't Know Pincode?	Not Dark Pattern
SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS	Urgency
Your order is reserved for 29:52 minutes!	Urgency
NA-KD, White	Not Dark Pattern
Game Extraction & Prep	Not Dark Pattern
Golf Remotes	Not Dark Pattern
Baby Girl Shoes	Not Dark Pattern
 Books About Indian Culture 	Not Dark Pattern
For any other inquiries, Click here	Not Dark Pattern
Round Boards	Not Dark Pattern
LIMITED TIME ONLY	Urgency
Only 9 left!	Scarcity
Mher from San Angelo, TX Recently made a purchase with Crossrope	Social Proof
There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).	Obstruction
3 left in stock	Scarcity
No thanks. I love chaos!	Misdirection
 By Doug	Not Dark Pattern
No thanks, I like paying full price	Misdirection
Show Cart	Not Dark Pattern
Lean To Sheds	Not Dark Pattern
 Cordless Phones For Seniors 	Not Dark Pattern
ONLY 9 LEFT	Scarcity
No Thanks, I don't want official software at the best price.	Misdirection
 Bra Panty Set 	Not Dark Pattern
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -	Not Dark Pattern
Only 4 left in stock	Scarcity
Trending Players	Not Dark Pattern
10 Left in stock	Scarcity
